name,image,batting_style,bowling_style,playing_role,description
Ruturaj Dashrat Gaikwad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322236.1.png",Right hand Bat,Right arm Offbreak,Batter,"Ruturaj Gaikwad IPL factfile - Ruturaj Gaikwad made his IPL debut for Chennai Super Kings (CSK) in 2020. Playing six games that season, he scored three fifties and two ducks. - In 2021, he played an instrumental role in CSK winning their fourth IPL title. With 635 runs, he was the highest run-scorer in the tournament, thus winning the orange cap."
Aravelly Avanish,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/384200/384255.1.png",Left hand Bat,,Wicketkeeper Batter,
Mahendra Singh Dhoni,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319946.3.png",Right hand Bat,Right arm Medium,Wicketkeeper Batter,"MS Dhoni IPL factfile - MS Dhoni led India to three ICC titles but he is nearly as famous for his exploits in the yellow of Chennai Super Kings in the Indian Premier League. - Dhoni, known as CSK's ""Thala"" (leader), captained the franchise to ten finals in their first 14 IPL seasons and won them five titles - in 2010, 2011, 2018, 2021 and 2023 . He's led them to the playoffs in 12 editions, making them the most consistent team in the IPL. In a surprise move on the eve of the IPL 2024 season opener, Dhoni stepped down as CSK captain and was succeeded by Ruturaj Gaikwad."
Ajinkya Madhukar Rahane,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316620.3.png",Right hand Bat,Right arm Medium,Top order Batter,"While he might not turn heads like many of his glitzier batting colleagues, Ajinkya Rahane has been a dependable middle-order batter for India, particularly overseas, and will always be remembered for leading the side to a spectacular Test series win in Australia in 2020-21. A top-order batter for Mumbai, Rahane scored over 1000 runs in his second Ranji season, helping the side secure their 38th title win. He made his Test debut in 2013, after months of travelling with the squad, and then in his third match, he scored 51 not out and 96 in Durban. His first Test century followed soon, in a draw in Wellington in February 2014. Five months later, he was in the vanguard for India's first win at Lord's in nearly three decades, setting the game up with a solid 103 in the first innings. He followed it up with his maiden ODI century, at Edgbaston, as India wrapped up the ODI series 3-1."
Shaik Rasheed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/345000/345086.1.png",Right hand Bat,Legbreak,Batter,
Sameer Rizvi,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/378000/378091.1.png",Right hand Bat,Right arm Offbreak,Batter,
Devon Philip Conway,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383148.1.png",Left hand Bat,Right arm Medium,Wicketkeeper Batter,"Eight years into his professional career, Devon Conway scored his maiden first-class double hundred for Gauteng in a three-day match in South Africa in 2017. Four years later he'd score another double, but this time for New Zealand on his Test debut, becoming only the second - but also the oldest - player to do so in the side, where he quickly established himself as an attacking but composed top-order batter with the ability to shift gears quickly to adapt to match situations. After moving to New Zealand at 26, following that 2017 game against Border, Johannesburg-born Conway was handed a contract by Wellington for the 2018-19 domestic season. The next season he was the top run-scorer in all three domestic competitions, including a triple-century against Canterbury in Wellington's Plunket Shield-winning campaign that gave them the title for the first time since 2003-04."
Moeen Munir Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383142.1.png",Left hand Bat,Right arm Offbreak,Batting Allrounder,"Moeen Ali was tipped for the top long before he won his Test debut at the start of 2014. But, after building a reputation as an elegant batter, it was his offspin bowling that earned him the call-up when England were left reeling from the surprise retirement of Graeme Swann. While many critics dismissed him as a ""part-time"" bowler, Moeen had a record to compare with the best in county cricket over recent seasons. And while he suffered more than his share of ups and downs, for the next five years he manfully carried the load in one of the most under-resourced areas of the English game. When he was dropped during the 2019 Ashes, subsequently losing his central contract, it turned out to be the beginning of the end for Moeen as a Test allrounder; nevertheless, on calling time in 2021, he finished just shy of 3000 Test runs and 200 wickets, making him England's third most-prolific spinner of all time."
Shivam Dube,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383700/383773.1.png",Left hand Bat,Right arm Medium,Allrounder,"A tall pace-bowling allrounder from the suburbs of Mumbai who started in the city's robust school cricket circuit, Shivam Dube shot to limelight in domestic cricket and the IPL with his almost unparallel six-hitting ability, especially against spin. Within his first year of white-ball debut in domestic cricket, Dube had started hitting boundaries in the lower order and picking wickets. His Ranji Trophy debut also put him in the spotlight when he bagged a five-for to dismiss five of Karnataka's top six batters, combined with a brisk 71 down the order. But the headline moment came when he smashed five sixes in an over off Pravin Tambe in a Mumbai T20 league game and repeated the feat in a Ranji match against Baroda, just a day before the IPL auction in December 2018. That season, Dube had also taken a seven-for against Karnataka and struck his maiden first-class century. Those shot his value up so much that RCB splurged Rs 5 crore for him. However, he couldn't prove to be the finisher RCB wanted him to be for two seasons and he switched to Rajasthan Royals for the 2020 season."
Rajvardhan S Hangargekar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/374200/374264.png",Right hand Bat,Right arm Fast medium,Bowling Allrounder,
Ravindrasinh Anirudhsinh Jadeja,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316600.2.png",Left hand Bat,Slow Left arm Orthodox,Allrounder,"Ravindra Jadeja player profile Dissed when he first appeared, Ravindra Jadeja won the doubters and haters over with his deeds, and now sits among the elite of Indian spin bowling. In October 2019 he became the quickest left-arm bowler to reach 200 Test wickets. Six years before that, he had became the first Indian since Anil Kumble in 1993 to top the ICC ODI bowling rankings. In the IPL, he drew a scarcely believable bid of US$2 million in 2012."
Ajay Jadav Mandal,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/314900/314902.jpg",Left hand Bat,Slow Left arm Orthodox,Allrounder,
Daryl Joseph Mitchell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383147.2.png",Right hand Bat,Right arm Medium,Batting Allrounder,"Daryl Mitchell was called into New Zealand's Test team in late 2019 as a replacement for the injured Colin de Grandhomme. He impressed, making an assured 73 against England in his first innings and bowling with good control on a sluggish surface at his home ground, Hamilton. Mitchell, the son of former New Zealand rugby union player and coach John Mitchell, scored his first Test hundred at the start of 2021, in an innings win over Pakistan in Christchurch, and his first ODI century that March. In T20Is, when promoted to open at the 2021 T20 World Cup, he played a key role in New Zealand's run to the final, with an unbeaten 72 against England in the semi-final. Though New Zealand had a poor tour of England in 2022, losing all three Tests, Mitchell came out of the summer glowing, with two fifties and three hundreds, including a massive one at Trent Bridge. And he made a quick fifty against Pakistan in the T20 World Cup semi-final that year, though in a losing cause."
Rachin Ravindra,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383182.1.png",Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,"A dynamic batter, who can slot in at the top as well as in the middle order, and bowl left-arm fingerspin, Rachin Ravindra was earmarked to become a future batting leader for New Zealand right from his Under-19 days. After featuring in two Under-19 World Cups for New Zealand, Ravindra made a seamless transition into international cricket. He broke into the New Zealand senior team in 2021 and on his Test debut against a spin-heavy India attack that included R Ashwin, Ravindra Jadeja and Axar Patel, he played out 91 balls in the final innings to help New Zealand salvage a draw in Kanpur."
Mitchell Josef Santner,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383180.1.png",Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,"A left-handed batsman and left-arm spinner, Mitchell Santner was first elevated to the New Zealand side after a promising 2014-15 domestic season. He was named in the one-day squad for the tour of England following the retirement of Daniel Vettori after the World Cup as New Zealand searched for another left-arm spin option. Santner was in to cover for the absence of the players at the IPL but made an immediate impression with a well-crafted 94 in a tour game against Somerset. He was handed his ODI debut at Edgbaston having played just 19 List A matches for Northern Districts. ""It's nice to have a left-arm spinner who turns,"" was a quip from the New Zealand camp."
Nishant Sindhu,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/345000/345097.1.png",Left hand Bat,Slow Left arm Orthodox,Allrounder,
Deepak Lokandersingh Chahar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322700/322704.1.png",Right hand Bat,Right arm Medium,Bowler,"Deepak Chahar IPL factfile - Deepak Chahar made his IPL debut in 2016 for the now-defunct Rising Pune Super Giant(s), playing five games for them across two seasons. He was picked by Chennai Super Kings (CSK) ahead of IPL 2018 and has been with the franchise since then. - Before the start of IPL 2024, Chahar sat at No. 5 on CSK's list of all-time top wicket-takers, with 71 wickets in 68 games at a strike rate of 20.5."
Tushar Uday Deshpande,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386300/386339.5.png",Left hand Bat,Right arm Medium,Bowler,"A stocky bowler from Mumbai known for his bristling pace, unpredictable variety and wicket-taking ability, Tushar Deshpande made his India debut in T20Is at 29 after toiling in the domestic circuit for nine years. Deshpande came through by picking wickets in the Cooch Behar Trophy and started his first-class career with a bang, in 2016-17, when he bagged 19 wickets in his first five Ranji Trophy games and ended the season with a tally of 21 when Mumbai finished as runners-up. He was also handy with the white ball, proven by his tally of 15 in eight games when Mumbai lifted the 50-over Vijay Hazare Trophy in 2018-19. He was, however, on the fringes of the Mumbai set-up and got chances mainly when one of Shardul Thakur or Dhawal Kulkarni was unavailable. A no-ball problem also affected his consistency. He became a regular feature after the 2018-19 season when he was also picked for the Duleep Trophy and made his IPL debut in 2020 for Delhi Capitals (DC). After he blew hot and cold that season, he was picked up by Chennai Super Kings (CSK) in the mega auction in 2022, which gave him only two match opportunities."
Richard James Gleeson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/324200/324238.1.png",Right hand Bat,Right arm Fast medium,Bowler,"Richard Gleeson made his debut in international cricket at the age of 34 - and dismissed Rohit Sharma, Virat Kohli and Rishabh Pant within his first eight balls. It was the culmination of an extraordinary rise through the ranks: he was a late-bloomer, who made his first professional appearance aged 27 as a trialist at Northamptonshire, and had nearly quit the game altogether the previous winter due to injury. Gleeson proved himself an integral part of Northamptonshire's NatWest T20 Blast side in 2016. He missed Finals Day - their third in four years and one in which they emerged victorious - but he had done much to get them there, showing splendid economy levels, under six an over, with aggressive, full-length bowling and mastery of the yorker under pressure. It was all enough to win him a berth with Rangpur Riders in the 2016 Bangladesh Premier League."
Mukesh Choudhary,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/356800/356834.1.png",Left hand Bat,Left arm Medium,Bowler,
Mustafizur Rahman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319734.3.png",Left hand Bat,Left arm Fast medium,Bowler,"Mustafizur Rahman is a left-arm pace bowler who came to Dhaka to try out for a fast-bowling camp in 2012, after he had impressed in an Under-17 tournament in Satkhira, some 300km from Dhaka. He got admitted to the BCB's pace foundation and soon caught the coaches' attention to make the Bangladesh Under-19 side for the 2014 World Cup. He made his first-class debut for Khulna in the 2013-14 season and, after taking eight wickets in the U-19 World Cup in the UAE, he was surprisingly picked for Bangladesh A's tour of West Indies. Returning from that short trip, he was viewed as a better bowler and slowly picked up more variations. He initially lacked pace but built it up through the 2014-15 first-class season, when he took 26 wickets at an average of 19.08."
Simarjeet Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/356800/356835.1.png",Right hand Bat,Right arm Medium fast,Bowler,
Prashant Hitesh Solanki,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/356800/356836.1.png",Right hand Bat,Legbreak,Bowler,
Shardul Narendra Thakur,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322696.1.png",Right hand Bat,Right arm Medium,Bowler,"Shardul Thakur player profile An aggressive quick bowler, who can swing the ball away from the right-handers even while hitting the pitch hard, Shardul Thakur has established himself as the spearhead of Mumbai's attack. With the new ball, Thakur's at-the-batsman method forms a neat counterpoint to Dhawal Kulkarni's more metronomic style, and the two combined brilliantly to win Mumbai their 41st Ranji Trophy title in February 2016. Thakur picked up eight wickets in the final against Saurashtra, and his dismissal of Cheteshwar Pujara on the third day, the ball rearing up from a length to hit the shoulder of the bat, was perhaps the ball of the match."
Morawakage Maheesh Theekshana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/347800/347825.1.png",Right hand Bat,Right arm Offbreak,Bowler,
Matheesha Pathirana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/355400/355402.1.png",Right hand Bat,Right arm Fast,Bowler,
Rishabh Rajendra Pant,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323036.1.png",Left hand Bat,,Wicketkeeper Batter,"Rishabh Pant player profile A match-turning, swashbuckling batter-keeper in the Adam Gilchrist mould, Rishabh Pant has had a starring role in more than a handful of India's biggest Test matches in his first few years in the team. His first Test century came in his third match, on the 2018 tour of England, when he made 114 from No. 7 when up against a target of 464 that he made look almost gettable at points when he was at the crease. Early the following year he produced 159 off 189 balls in India's total of 622 in Sydney, which sealed their first series win in Australia. An encore followed early in 2021, when he made 97 off just 118 at the SCG, helping wrest a draw off Starc, Cummins, Lyon and Hazlewood when India were staring down the barrel."
Abishek Porel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/393400/393462.2.png",Left hand Bat,,Wicketkeeper Batter,
Ricky Kannakumar Bhui,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/314800/314834.jpg",Right hand Bat,Legbreak Googly,Top order Batter,"Ricky Bhui began his career with seven 30-plus scores, including three half-centuries, in his first nine innings at the Under-19 level in 2013. He was integrated into Andhra's Ranji Trophy side the same year. He then made a sparkling 79-ball 103 not out on List A debut in the Vijay Hazare Trophy and followed it with a fifty on T20 debut. However, things took a drastic turn, as poor form saw him lose his place in the Under-19 side. However, Sunrisers Hyderabad bought him in the 2014 IPL auction for INR 10 lakhs (approx. $16,500). ""If I can get an opportunity to make a mark for Sunrisers, it would be like icing on the cake,"" Bhui had said."
Swastik Surender Chikara,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/380600/380668.1.png",Right hand Bat,Right arm Offbreak,Batter,
Yash Vijay Dhull,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339162.1.png",Right hand Bat,Right arm Offbreak,Top order Batter,
Jake Fraser-McGurk,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/387500/387523.6.png",Right hand Bat,Legbreak Googly,Batter,"Jake Fraser-McGurk is one of the most explosive batting talents to develop in Australia since David Warner. He burst onto the scene in domestic cricket as a 17-year-old scoring half-centuries on both his first-class and List A debuts for Victoria in November 2019. He was part of Australia's Under-19 World Cup team in South Africa 2020 but had to return home mid-tournament after being scratched by a monkey at a nature reserve on a day off. His domestic career stalled with Victoria over the next three years where he failed to score another half-century in any format, including in the BBL for Melbourne Renegades. He was only offered a rookie contract for the 2023-24 season and opted to move to South Australia on a full contract."
Shai Diego Hope,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320100/320122.1.png",Right hand Bat,,Wicketkeeper Batter,"Shai Hope made his Test debut as a 21-year-old, having played just 14 first-class matches at the time. But few in the Caribbean doubted his talent as a batsman. Clive Lloyd gave him his West Indies cap, and coach Stuart Law insisted that he only needed one innings to get going. The world eventually got to know why the boy from Barbados was rated so highly when he became the first player, in 534 first-class matches, to score a hundred in each innings at Headingley. Hope was 23 at the time, the youngest member of the XI, leading West Indies to victory with scores of 147 and 118 not out. They had been faced with a target of 322 - not since Bradman's Invincibles rocketed to 404 for 3 in 1948 had a team chased that many on Yorkshire's storied turf, and won. Adding to the occasion was the fact West Indies had been dismantled only a week ago, England beating them by an innings and 209 runs to ensure their fans could savour the advent of day-night Test cricket in the country."
Kumar Kushagra,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/378100/378131.1.png",Right hand Bat,,Wicketkeeper Batter,
Prithvi Pankaj Shaw,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322622.1.png",Right hand Bat,Right arm Offbreak,Opening Batter,"Prithvi Shaw IPL factfile - Prithvi Shaw, the next big thing at the time, was bought for INR 1.2 crore by Delhi Daredevils (now Capitals) at the IPL 2018 auction around the same time that he was leading India to the Under-19 World Cup title. - Shaw scored a 44-ball 62 in just his second IPL game in a season where he struck at 153.12."
Tristan Stubbs,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/348500/348577.1.png",Right hand Bat,Right arm Offbreak,Batter,"A batter seemingly born for the modern game, Tristan Stubbs is known for his fearless approach to batting. But there is more to him than just big-hitting. Stubbs also takes an energetic approach to longer-formats, and within four years of making his first-class debut, averaged over 50 in it. Schooled at Grey High School in Gqeberha, Stubbs was the captain of the first team. He was also the leading run-scorer at the 2018 Khaya Majola Cricket week, an Under-19 tournament in South Africa, and was selected for the SA Schools side. Stubbs did not make the South Africa Under-19 squad, but was instead selected to make his provincial debut for Eastern Province in January 2020."
David Andrew Warner,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316589.1.png",Left hand Bat,Legbreak,Opening Batter,"David Warner's extraordinary batting feats in all three formats for Australia will forever be overshadowed by his role as the chief protagonist of the Newlands ball-tampering scandal of 2018 and his place as a central figure in Australian cricket's ensuing cultural crisis. After he was charged as the man who instructed team-mate Cameron Bancroft to use sandpaper on the ball in the infamous Cape Town Test, Warner, though not punished by the ICC, was banned from international and Australian domestic cricket by Cricket Australia for 12 months, stripped of the vice-captaincy, and banned from leadership roles for life."
Harry Cherrington Brook,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383145.1.png",Right hand Bat,Right arm Medium,Batter,"In the winter of 2022-23, Harry Brook announced himself as one of the world's most exciting young players with a staggering run of form across formats, most particularly in England's rebooted Test team. After making his debut against South Africa in September 2022, Brook travelled to Pakistan and New Zealand with Ben Stokes' team, where he peeled off consecutive scores of 153, 87, 9, 111, 89, 54, and 186 to take his overall tally to 809 runs in nine innings, at an extraordinary strike-rate of 98.77. No player in Test history had started with a bigger bang - Vinod Kambli had 796 runs after his own ninth innings - and not even Brook's anticlimactic tenth innings (run out without facing in England's thrilling one-run defeat at Wellington) could take the gloss off his achievement."
Lalit Yadav,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/386300/386337.5.png",Right hand Bat,Right arm Offbreak,Allrounder,
Mitchell Ross Marsh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/385700/385798.1.png",Right hand Bat,Right arm Medium,Allrounder,"Mitchell Marsh player profile Mitchell Marsh, one of the most well-known surnames in Australian cricket, had been an alluring prospect for many years but struggled to cement a place across formats. However, that has changed in recent years, starting in T20 and then taking in ODIs and, perhaps most significantly, Test cricket. The first of the breakthroughs came when he was elevated to No. 3 in the T20I side and went on to play a vital role in winning the 2021 World Cup. Then he became a more settled, and increasingly dominating prospect, in the one-day team which brought more glory at the 2023 ODI World Cup in India."
Axar Rajeshbhai Patel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/331100/331164.2.png",Left hand Bat,Slow Left arm Orthodox,Allrounder,"Axar Patel player profile Left-arm spinner Axar Patel has been increasingly handy with the bat in the lower order across formats - enough to be classified as a bowling allrounder. He played just one first-class game in his debut season for Gujarat, but had a more successful showing in 2013, when he was one of the key contributors to India Under-23s' title win in the ACC Emerging Teams Cup, with seven wickets, including a four-for in the semi-final against UAE. He was consistent for Gujarat with bat and ball in the Ranji Trophy that season, finishing with 369 runs at an average of 46.12 and 29 wickets at 23.58."
Sumit Kumar,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/380600/380669.1.png",Right hand Bat,Right arm Medium fast,Allrounder,
Khaleel Khursheed Ahmed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322200/322268.1.png",Right hand Bat,Left arm Fast medium,Bowler,"A left-arm medium pacer and opening bowler for India Under-19s, Khaleel Ahmed has been a dependable performer at the youth level. He came into the Under-19 World Cup in 2016 with 12 wickets in three innings, including 3 for 29 against Sri Lanka in the final of the Tri-Nation Under-19s tournament in Colombo. He couldn't quite extend that wicket-taking form into the World Cup, but was a regular presence in the side. Khaleel was bought by Delhi Daredevils for INR 10 lakh at the IPL auction in 2016, thereby extending his association with Rahul Dravid who served as India's Under-19 coach and is also the Daredevils' team mentor."
Praveen Dubey,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/310700/310753.jpg",Right hand Bat,Legbreak Googly,Bowler,"A legspinner, Praveen Dubey broke into the Karnataka List-A side in the 2015-16 season, after impressive performances in the 20-over Karnataka Premier League. He picked up seven wickets in six matches for Hubli Tigers at an economy rate of 5.90 in the 2014-15 edition of the KPL. Dubey bettered that the following season, taking eight wickets in nine KPL matches for Belgavi Panthers at an economy rate of 6.89. He played two matches for Karnataka in the 50-over Vijay Hazare Trophy in the 2015-16 season. He had not made his first-class debut when he was bought by Royal Challengers Bangalore for INR 35 lakh at the IPL 2016 player auction."
Kuldeep Yadav,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319943.2.png",Left hand Bat,Left arm Wrist spin,Bowler,"Kuldeep Yadav player profile Kuldeep Yadav started as a fast bowler when he first joined a cricket academy in Kanpur, but was asked by his coach Kapil Pandey to switch to something much rarer - left-arm wristspin. The change wasn't smooth - Kuldeep admitted that he had even tried once - but he soon realised bowling left-arm wristspin was the way forward for him. And he was good at it too, having not only solid control over the length, but also a potent wrong'un among his variations."
Mukesh Kumar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/373900/373907.1.png",Right hand Bat,Right arm Medium,Bowler,"With his all-format international debut in the Caribbean in 2023, Mukesh Kumar was among the bowlers next in line after the likes of Jasprit Bumrah and Mohammed Shami. He is also among the rare breed of bowlers who got his maiden India call-up before playing a single IPL game. Mukesh was picked by the Cricket Association of Bengal in their trials when he had not even played club cricket. When he had moved from Bihar, his home state, in 2014, he was primarily a tennis-ball cricket player who would get tired easily and the doctors had said he was anemic. He was later also diagnosed with bone edema in his knees but over time he gained considerable strength while working under Ranadeb Bose and Waqar Younis. After a few years of training, fitness regimes, and getting his food and sleep habits right, Mukesh became a vital part of the Bengal pace attack with Akash Deep and Ishan Porel."
Anrich Arno Nortje,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322080.1.png",Right hand Bat,Right arm Fast,Bowler,"Anrich Nortje player profile With an ability to combine high speed with late swing, Nortje is the ideal successor to his hero Dale Steyn in South Africa's pace attack. He set the 2018-19 Mzansi Super League ablaze, attacking the stumps at 150kph and taking eight wickets in three matches - including the dismissals of Hashim Amla, Temba Bavuma and Reeza Hendricks - at an average of 10.4. That earned him an ODI debut in March 2019 as well as call-ups to the IPL and the 50-over World Cup, although injury sidelined him from the latter two tournaments. Later that year, he got the chance to make his Test debut in India, and his ability to bend his back on the docile tracks stood out even as South Africa slumped to one Test defeat after another. His first away five-for in Tests also came in the subcontinent, in Rawalpindi in early 2021."
Vicky Kanhaiya Ostwal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339161.1.png",Right hand Bat,Slow Left arm Orthodox,Bowler,
Rasikh Salam Dar,https://wassets.hscicdn.com/static/images/lazyimage-transparent.png,Right hand Bat,Right arm Medium,Bowler,
Jhye Avon Richardson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321591.3.png",Right hand Bat,Right arm Fast,Bowler,"A small man with a whippy, fast arm action and an ability to swing the ball at speeds of 140kph, Jhye Richardson provides a different trajectory in all three formats but his international career has been badly impacted by injury. An impressive start was halted by a dislocated shoulder during an ODI against Pakistan in the UAE during 2019 and ruled him out of World Cup and Ashes contention with further injury setbacks hitting his progress over the following years. Having made his one-day debut for Western Australia at the age of 19 in 2015-16, and his Sheffield Shield debut later that season, Richardson was a surprise selection in Australia's T20I squad to play Sri Lanka in February 2017. His call-up came on the back of a productive BBL season in which he collected 11 wickets, and most notably was Player of the Match in the final, when he ran through the Sydney Sixers middle-order to help Perth Scorchers to the title. At the time of his national selection he had played only one first-class game."
Ishant Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316602.3.png",Right hand Bat,Right arm Fast medium,Bowler,"With a physique reminiscent of a young Javagal Srinath, tall and wiry Ishant Sharma shot into prominence during the 2007-08 Test series in Australia, where he moved the ball both ways at pace and delivered a searching spell to Ricky Ponting in Perth that became the stuff of cricket lore. For one who started playing serious cricket at 14, Ishant's rise was rapid and he made his Ranji Trophy debut at 18, followed by his first Test on India's tour of Bangladesh in May 2007, but it was in Australia that he made people sit up. He impressed also in the one-day CB Series there that season, which India won and in which he was their highest wicket-taker."
Lizaad Buyron Williams,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/329700/329749.1.png",Left hand Bat,Right arm Medium fast,Bowler,
Lungisani True-man Ngidi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322069.1.png",Right hand Bat,Right arm Fast medium,Bowler,"A tall, imposing 140kph-plus fast bowler, Lungi Ngidi is as comfortable opening the bowling as he is at the death, and has been a regular presence in South Africa's sides, if not quite a shoo-in. Ngidi played for Kwa-Zulu Natal Under-19s at the Khaya Majola week in 2014, where he was spotted by Northerns, moved upcountry to hone his skills at the University of Pretoria, and was identified as a T20 prospect when he was the joint second-highest wicket-taker in the provincial Africa Cup T20 tournament. He was promoted to Northerns' franchise team, Titans, for parts of their T20 campaign in 2015-16, played in the final, which they won, and was a central figure in their title defence the following season."
Shubman Gill,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322697.1.png",Right hand Bat,Right arm Offbreak,Opening Batter,"Shubman Gill IPL factfile - Shubman Gill was appointed captain of Gujarat Titans (GT) for IPL 2024, his first captaincy stint in the Indian Premier League, after emerging as one of the most promising batting talents in the country. - Gill was the orange cap winner in IPL 2023 after scoring the second-highest aggregate in a season (890 runs at a strike rate of 157.80 ) in IPL history, for Gujarat Titans."
